width;height;bbox
2282;1259;2595412.1592350327,1234707.5660551041,2604628.412506822,1239792.2561818273
2390;1327;2598841.241015093,1212790.8585044912,2602458.3660439025,1214799.1952882695
2003;1262;2628758.3296254855,1228501.028928659,2644054.7481468413,1238138.6126400675
1959;1247;2630342.8437072057,1244037.9191154223,2640238.7573372824,1250337.1556119537
2068;1086;2641013.467749299,1244829.660812301,2641314.6139013297,1244987.806228696
1963;1311;2607479.5429429244,1229002.2221430617,2608355.2748162113,1229587.0843365814
2462;1239;2607066.001387405,1225358.966142266,2608039.7322055046,1225848.995583219
2273;1421;2640437.448960592,1253446.352795325,2640892.174018708,1253730.6309772797
2480;1208;2637780.9165865043,1244958.6970631974,2648074.846667031,1249972.8371991958
2106;1278;2600923.8514345153,1227979.8412657962,2601694.56477218,1228447.5391031825
2125;1242;2604055.026021679,1211633.407745606,2624856.379452762,1223791.1870215612
2227;1428;2594303.8973805867,1231923.8545518597,2598077.593304348,1234343.6290373248
2347;1110;2604746.8196354173,1248482.940071467,2611847.694432795,1251841.2575086586
2405;1382;2591777.9773679227,1234115.3325752015,2649113.7003972894,1267062.5131267956
2141;1180;2599409.050223094,1216124.9717707178,2601734.966132906,1217406.8871250278
2074;1256;2601535.582142792,1211612.977068016,2638703.5480238493,1234121.6391444907
2550;1158;2606916.9511645297,1254540.1530968982,2616333.288328627,1258816.2779737709
2489;1332;2594113.203507938,1222575.3400002914,2597489.933434334,1224382.4128255062
2267;1305;2613247.9711973295,1234179.5505855477,2633070.2449777676,1245590.2551658174
2170;1247;2602833.0107607446,1224552.0182341908,2604629.4044712004,1225584.3237443005
2283;1332;2606385.8235288844,1241010.5788071468,2624318.5137573616,1251473.2784936693
2042;1419;2600466.4925719094,1247982.3344844463,2601113.7239921098,1248432.1000991692
2510;1391;2609682.1956096822,1248013.8823748468,2628938.427631323,1258685.363945406
2099;1378;2602520.8153944784,1231870.9566063192,2603103.520937747,1232253.5045999466
2067;1183;2612484.4091568063,1258324.7617436382,2613751.760435793,1259050.1011548825
2207;1106;2617630.2607804956,1259361.1972059223,2638221.2331071235,1269680.0079867335
1989;1208;2605078.9352349243,1219934.1957543506,2605381.5898254164,1220118.010105942
2362;1384;2595128.9264940745,1248008.3325700627,2611148.727216963,1257395.0405296215
2553;1166;2609481.3348937985,1227913.4404963914,2624782.1862926222,1234901.6084286391
1931;1143;2632431.1350025367,1240544.3391514153,2636505.8760783914,1242956.2651222602
2280;1354;2601535.407354096,1253023.2725334016,2625743.610631438,1267399.5476375774
2532;1293;2601558.7510556383,1230933.815269841,2649459.0236740205,1255394.7364766214
2289;1289;2590425.091809719,1243982.3788311058,2601712.5974305784,1250338.6893358184
2180;1187;2600719.2556825634,1217376.7237044107,2603683.833275321,1218990.9226046875
2031;1115;2602202.669499578,1236098.0453760673,2612985.4385967515,1242017.684737637
2293;1148;2637652.7207568395,1237063.3162357637,2647493.909140385,1241990.3481870547
2246;1197;2628781.6274840264,1239246.350913366,2628937.572902429,1239329.4616283386
2532;1406;2620116.088109289,1236922.3565890957,2620141.98170846,1236936.7351042754
2357;1299;2603413.1376674706,1254508.953181123,2623035.4156741267,1265323.2676192415
2483;1370;2616540.1349070547,1252007.4884651003,2617625.992628239,1252606.612540019
2337;1345;2595051.823315047,1219095.0756307214,2605656.481837478,1225198.312991727
2271;1432;2615655.5953633185,1240977.4228433066,2644108.514174285,1258918.6732780512
1941;1337;2622118.06548345,1243153.9425858425,2623302.6762293987,1243969.9263917848
2177;1385;2613156.0437812554,1217814.8757906696,2628294.0914792325,1227445.650279277
1926;1249;2631731.443658327,1242709.8547520214,2637895.827956541,1246707.4227626491
2437;1356;2592864.167526797,1229564.3162683824,2594398.26095908,1230417.9193435467
2110;1318;2607610.3838171563,1247329.2985439487,2607642.1028901455,1247349.111690015
2288;1320;2643122.0906125125,1248703.4029432603,2649009.031263609,1252099.7148573545
2524;1387;2605615.070780352,1219474.5370142893,2621167.7118636942,1228021.0953275207
2433;1143;2620287.0302202534,1248452.4981567175,2639100.5390599826,1257290.9036658877
2087;1113;2614524.3228992154,1246446.739204871,2614706.83800496,1246544.0747643793
1942;1383;2641176.674263601,1247991.8521634943,2643265.972271758,1249479.750796492
2345;1396;2602287.181593507,1258252.3123019896,2602977.7619404043,1258663.4211140447
2197;1130;2609019.2914025323,1228043.021434454,2627591.1069164793,1237595.2069286553
2443;1337;2603154.511251981,1218531.7798448566,2603734.7775165183,1218849.3467690016
2250;1229;2595947.8215934522,1228861.4394313172,2622490.2182524176,1243359.486317481
2495;1189;2615337.655915405,1252889.0882575663,2615448.0198942195,1252941.6825544846
2421;1296;2613329.958838861,1227873.0849948723,2620365.8917263276,1231639.5323398358
2334;1396;2601272.2169266166,1213423.8468652593,2602908.4391316725,1214402.4956220111
2233;1310;2602472.433422218,1237260.5531389732,2610830.1614533225,1242163.6537752235
1977;1094;2611604.229269455,1245901.113279534,2614176.144222711,1247324.3176087514
2268;1399;2597927.2836698415,1248393.413511173,2610833.57623595,1256354.5701690156
2431;1256;2621527.6590771265,1242409.4213822968,2622619.5194950243,1242973.5417792033
2395;1389;2632188.990967309,1247644.2428625214,2643779.1770869903,1254366.0668793216
2449;1364;2625330.5420432338,1242022.2337471035,2634060.0941581796,1246884.262773149
2162;1134;2614591.5818034536,1229431.6794748527,2616033.3695426746,1230187.9178172562
2186;1340;2611445.951857059,1218730.4312002293,2620220.046095573,1224108.8787206358
2056;1222;2609649.620554136,1235988.4802959682,2613149.711174531,1238068.7870752108
1939;1306;2604177.784775041,1229373.32623383,2604397.9972537383,1229521.6488213383
2017;1092;2595595.858726951,1231015.1690568724,2628458.71517962,1248807.057627182
2124;1347;2615235.8086427157,1226544.1998098926,2615767.6288492936,1226881.4699691487
2292;1346;2610210.030565631,1227355.6910657363,2610370.8787083845,1227450.150751664
2417;1320;2591606.19135181,1233621.9329245435,2646920.2367276293,1263830.6792613585
2150;1150;2607646.217564942,1214508.700271344,2649364.6970484466,1236823.2358090326
2051;1249;2619607.6230732584,1237763.0358454967,2632816.245214712,1245806.7067644023
1934;1105;2624162.5379704884,1231935.2813506783,2643879.472067446,1243200.6444205535
2308;1437;2643526.4853746383,1248705.7206857903,2643556.7620591964,1248724.571463827
2045;1269;2611435.9776383503,1237781.2209893817,2627355.5627342504,1247659.9268508472
2515;1403;2610994.132337722,1253337.8179463008,2613626.201539806,1254806.125338159
2098;1270;2628988.8487292244,1251578.3125574656,2645337.049451129,1261474.5065120978
1933;1402;2608081.845350906,1253780.4508786295,2612016.5374936373,1256634.2731156237
1943;1247;2630978.075617213,1240252.1916743137,2632439.747470637,1241190.2795802422
2390;1232;2618869.9156113407,1256319.5390283992,2619278.7857920863,1256530.303908181
2406;1136;2602759.0781054487,1214254.6722102163,2605731.565639264,1215658.1409709866
1962;1190;2609757.0229525263,1238894.4477721606,2609914.5128829624,1238989.9691876643
2234;1269;2638239.199026453,1251072.364425757,2641522.9240609375,1252937.6495953007
1985;1180;2640769.3545215153,1255046.6972151415,2642566.036703832,1256114.7500993398
2092;1316;2596269.9158654558,1232959.4575864493,2602711.275507561,1237011.4792351157
2485;1316;2614174.5614221185,1235654.6749419551,2620416.4637152175,1238960.2457337934
2262;1095;2640576.3921445305,1255035.0138543465,2641240.6557320463,1255356.5738138205
2482;1151;2603372.655716385,1224428.0789273763,2603778.4323462103,1224616.253343544
2243;1325;2605459.101566425,1234869.0315741734,2606504.963035896,1235486.8498742399
2327;1242;2613196.560581599,1257116.556688248,2616198.3044009353,1258718.6906906615
2518;1240;2609235.3215266895,1230674.3525749452,2636539.761117219,1244120.5420476443
2081;1097;2626396.5676761107,1240494.9139935528,2627195.2471604734,1240915.9382099612
2039;1155;2597514.1601086156,1217240.9558199698,2598157.6325726258,1217605.4534638792
2187;1226;2614417.7047730447,1258435.3927211417,2616276.7114022705,1259477.524466652
2305;1168;2627471.2418459207,1236988.2185072254,2627497.790552006,1237001.6713873588
1958;1393;2613549.7431017356,1224053.9917974845,2614096.8332903255,1224443.213775373
2208;1124;2591108.839008718,1250030.0837131694,2601674.6571300803,1255408.6976481385
2453;1237;2599333.551863747,1235554.7844982436,2607362.800798156,1239603.7779478417
2267;1152;2616930.781331143,1237905.5226615744,2619457.479173183,1239189.4908636168
2357;1193;2597759.361597769,1234187.4115408054,2605845.2501106635,1238280.0992777096
2533;1169;2603038.471568761,1240978.0875050186,2612119.014266728,1245168.8314505073
2113;1306;2611444.1886353367,1225581.8595812838,2615862.564256513,1228312.762828447
1936;1323;2598120.263413476,1258469.0562095898,2599804.8354575103,1259620.238448359
2356;1150;2604012.1220858567,1236068.6324328994,2609867.677837402,1238926.8196630683
1997;1333;2606302.093464107,1229382.5466867103,2607323.980974057,1230064.6578788804
2420;1083;2591818.723236398,1250656.3902213892,2633249.6856855005,1269197.6019289836
2236;1276;2603960.757569511,1252529.54352393,2617975.0119976583,1260526.9445303325
1957;1134;2620570.0302746757,1247173.6024067458,2635584.382278682,1255873.7941147396
1975;1239;2601159.4154586466,1258500.7349593022,2601414.6346023204,1258660.8445891815
2439;1126;2597146.376249143,1236284.2502473323,2604795.4086143877,1239815.5378419473
2107;1215;2621114.997050902,1239135.0111949032,2621286.237275143,1239233.7567442402
2032;1370;2614975.66489,1253783.067969342,2615061.720018107,1253841.0874208703
2130;1410;2615787.8224700484,1248466.6965566599,2620991.3413211107,1251911.2794580674
2044;1224;2613383.897667437,1256880.67053907,2614209.2419912983,1257374.9080402474
2498;1356;2593126.9791124403,1214874.899297733,2598504.4658992193,1217793.9833981625
2022;1352;2637730.0198864704,1242888.055302235,2637806.4910994982,1242939.1873892841
2332;1422;2594543.3706944846,1235830.80336466,2603199.7077565724,1241109.238743
2517;1285;2599972.1275053876,1250001.646863613,2613230.8658384182,1256770.6094213978
2498;1359;2601992.638025222,1247004.1314380218,2637867.9669236555,1266521.5741814051
2312;1155;2620121.126291258,1239298.0970804074,2621620.7225897876,1240047.246615356
2053;1099;2607646.9034877876,1242561.6622036123,2610024.087413433,1243834.2024541162
2460;1418;2592314.231042647,1248069.702237584,2601428.87682271,1253323.5915530834
2386;1383;2608256.2525636135,1229596.8169067488,2626167.8980591297,1239978.9651549882
2352;1433;2598868.9568635817,1233021.8249724298,2599338.9306415548,1233308.1652886868
2212;1176;2615402.2642808896,1233340.3964599548,2630714.5641445094,1241481.1128431452
2300;1413;2603549.053029255,1233429.9352038205,2603636.6821455546,1233483.7699609213
1962;1269;2623713.5464080023,1241438.0143732822,2627858.8667702395,1244119.161947023
2253;1134;2613999.183378184,1248827.1934523745,2614030.885979359,1248843.1502875863
2258;1269;2622771.362610303,1243503.6733510168,2623948.468894601,1244165.2091680113
2451;1284;2630211.3945781523,1239471.872052656,2630280.7915582424,1239508.226896571
1927;1393;2598255.867912574,1244220.6557374627,2615381.6332241283,1256600.6199715023
2158;1299;2616835.5271424237,1256476.5889649794,2616984.542708033,1256566.288325372
2545;1320;2601372.5932594915,1249970.3715017377,2601448.8925411026,1250009.9451959329
2335;1420;2630867.000165732,1239517.078114575,2630931.905926744,1239556.5497122782
2548;1238;2608189.4830475813,1236779.5899484935,2615346.1659688298,1240256.8165797754
1965;1240;2629854.405237668,1246207.8445352118,2636029.664437403,1250104.7002134162
2062;1219;2613433.50314231,1260552.6873309365,2617614.84420922,1263024.5858569131
2408;1311;2641913.0485435524,1244196.313712994,2642055.561744615,1244273.90291839
2168;1094;2636361.8408657685,1256626.1956158339,2644098.5407807864,1260530.2314585599
2504;1353;2600196.118153588,1252804.448070721,2600630.01821889,1253038.8996635138
1925;1157;2632330.1395656,1244559.5811113,2633542.8399110325,1245288.46126697
2559;1268;2601206.8769363924,1230660.8284070222,2607058.1332796193,1233560.161366464
2011;1223;2625254.2119582198,1235904.8869557579,2633621.2886489504,1240993.367708002
2091;1327;2611442.843844235,1223992.1042639182,2612461.0149493488,1224638.260675437
2547;1243;2621311.8111841716,1236626.9709732195,2623861.0815368528,1237871.078962376
2417;1369;2613891.3292133845,1259381.4955023332,2614000.579895149,1259443.3755947351
2066;1168;2594750.355505171,1227663.3374551232,2594774.5170179447,1227676.9970131675
2413;1337;2611260.499702348,1255848.3037270412,2616720.217228805,1258873.4352367276
2226;1279;2593222.6334716054,1215510.1227140508,2597503.017228774,1217969.5166158557
2409;1099;2640730.6950913337,1251635.535481621,2640799.103238882,1251666.743681769
2145;1395;2630258.3942793463,1254719.1558785818,2642778.2930118577,1262861.467641684
1938;1222;2605392.426062096,1233018.655272521,2608027.6288211867,1234680.2743497184
2299;1182;2592702.0066454457,1216273.7577401595,2595761.066816725,1217846.532478068
2182;1120;2595759.696933857,1222826.3466451706,2602486.5252210908,1226279.1640978295
2243;1334;2600914.795379594,1213596.5173950116,2601231.9956782646,1213785.1688432624
2169;1299;2608617.9944212763,1255067.0126911253,2620830.6733471854,1262381.1067089937
2477;1120;2611579.631480566,1234677.2703732064,2611627.2233546115,1234698.7895088263
2474;1336;2624432.896897165,1240788.7224330714,2624469.5637336243,1240808.5231175942
2542;1251;2599994.19011095,1216000.1878295627,2600121.9637920475,1216063.0693697098
2352;1154;2608709.6861607013,1254401.811380004,2619140.50386669,1259519.6530605783
2533;1369;2603035.207843794,1244675.1723426569,2614229.9769710586,1250725.5627631957
2382;1080;2606046.2360895686,1223134.1189257898,2606085.208622935,1223151.7890920518
1989;1317;2618341.903984453,1251298.1145180778,2623711.5417647227,1254853.5760347268
1958;1220;2639088.3118289993,1241505.5350232513,2642401.298778066,1243569.8067688395
2307;1123;2618937.615649363,1240534.2793984788,2632266.9086372936,1247022.7042036138
2389;1354;2615037.0707569364,1224838.7370144953,2615388.4008470913,1225037.8583799493
1934;1203;2599702.1547815534,1219567.3081956368,2599753.752042074,1219599.4030789908
2242;1183;2620920.401510367,1245732.069842996,2643115.2666680487,1257443.276569819
2031;1375;2600028.7249784274,1238768.472779249,2631615.7736713486,1260153.106926352
2353;1171;2643864.5615659915,1246517.8376793868,2644001.624470842,1246586.0487552814
2067;1214;2600452.238930794,1221042.758854539,2600907.459684639,1221310.1212131104
2106;1197;2593117.8287996696,1213922.6993795624,2614844.6267021988,1226271.691349803
2363;1107;2612155.871758134,1248487.815155233,2644152.741082672,1263477.4615125179
2460;1366;2610626.997137249,1249942.939799217,2612593.9477464524,1251035.157088718
2426;1364;2606243.5940999296,1258414.9447355494,2608176.6616974287,1259501.7972512082
2374;1393;2609753.5077691926,1230104.56370193,2622315.424987113,1237475.562305369
2073;1259;2641194.9684695913,1250826.391176267,2641954.0387713606,1251287.3991405354
2380;1362;2630646.95407486,1241673.7121958835,2632252.309599591,1242592.4072482716
2499;1229;2640530.0632900936,1251026.8122565204,2643617.8397526783,1252545.3705888598
2463;1169;2604863.4607986156,1257808.8355854654,2604892.8630404687,1257822.790608091
2230;1254;2639428.4970905385,1254448.0142969685,2639880.0445621894,1254701.9338169014
2136;1394;2611971.7280378696,1239156.062482401,2613201.3717228975,1239958.554662611
1946;1400;2639589.1828681193,1241746.190796347,2639643.2023617383,1241785.0537413966
2286;1178;2595816.06247511,1217793.6638242975,2595922.368918386,1217848.4446598962
2097;1191;2618678.9927704735,1257305.1802216568,2621534.0658227475,1258926.7310110028
2391;1105;2599417.1175548322,1234444.5976409456,2612707.2537341136,1240586.6304632397
2416;1376;2609640.6435013423,1230422.191907868,2609667.141485571,1230437.2834750444
